Source file: STIRRER  LEFT.dnl
Date: 01.03.2020
Time: 15:13
User name: MASTERDRIVES VC(CUVC)
Device type: MASTERDRIVES VC(CUVC)
SW version: 03.4
Bus address: 0
;;;;
MFLB: 6SE70 .. [18] 21-3E.6.                        
Converter supply voltage: 415 V
Converter current(n): 13.2 A
Converter power(n): 5.5 kW
Date of generation: 20.1.2005
Operating hours: 540.3.3052

;Basic board;Slot A;Slot C;Slot D;Slot E;Slot F;Slot G
r752;SLB TrnsData;001;-;0x0 
r752;SLB TrnsData;002;-;0x0 
r752;SLB TrnsData;003;-;0x0 
r752;SLB TrnsData;004;-;0x0 
r752;SLB TrnsData;005;-;0x0 
r752;SLB TrnsData;006;-;0x0 
r752;SLB TrnsData;007;-;0x0 
r752;SLB TrnsData;008;-;0x0 
r752;SLB TrnsData;009;-;0x0 
r752;SLB TrnsData;010;-;0x0 
r752;SLB TrnsData;011;-;0x0 
r752;SLB TrnsData;012;-;0x0 
r752;SLB TrnsData;013;-;0x0 
r752;SLB TrnsData;014;-;0x0 
r752;SLB TrnsData;015;-;0x0 
r752;SLB TrnsData;016;-;0x0 
P755;SIMOLINK Conf;000;-;0x0 
P756;SrSLB_Specialdat;001;-;K0  FixConn 0% 
P756;SrSLB_Specialdat;002;-;K0  FixConn 0% 
P756;SrSLB_Specialdat;003;-;K0  FixConn 0% 
P756;SrSLB_Specialdat;004;-;K0  FixConn 0% 
P756;SrSLB_Specialdat;005;-;K0  FixConn 0% 
P756;SrSLB_Specialdat;006;-;K0  FixConn 0% 
P756;SrSLB_Specialdat;007;-;K0  FixConn 0% 
P756;SrSLB_Specialdat;008;-;K0  FixConn 0% 
P760;T(friction) cons;001;MDS1;0.000 %
P760;T(friction) cons;002;MDS2;0.000 %
P760;T(friction) cons;003;MDS3;0.000 %
P760;T(friction) cons;004;MDS4;0.000 %
P761;T(frict) prop.n.;001;MDS1;0.000 %
P761;T(frict) prop.n.;002;MDS2;0.000 %
P761;T(frict) prop.n.;003;MDS3;0.000 %
P761;T(frict) prop.n.;004;MDS4;0.000 %
P762;T(frict) prop.n2;001;MDS1;0.000 %
P762;T(frict) prop.n2;002;MDS2;0.000 %
P762;T(frict) prop.n2;003;MDS3;0.000 %
P762;T(frict) prop.n2;004;MDS4;0.000 %
P763;S.T(frict,char);001;BiCoDS 1;K0  FixConn 0% 
P763;S.T(frict,char);002;BiCoDS 2;K0  FixConn 0% 
P781;Fault Delay;001;Ext Fault 1;0.0 s
P781;Fault Delay;002;Ext Fault 2;0.0 s
P781;Fault Delay;003;-;0.0 s
P781;Fault Delay;004;-;0.0 s
P781;Fault Delay;005;-;0.0 s
P781;Fault Delay;006;-;0.0 s
P781;Fault Delay;007;-;0.0 s
P781;Fault Delay;008;-;0.0 s
P781;Fault Delay;009;-;0.0 s
P781;Fault Delay;010;-;0.0 s
P781;Fault Delay;011;SCom1 TlgOFF;0.0 s
P781;Fault Delay;012;SCom2 TlgOFF;0.0 s
P781;Fault Delay;013;TB/CB TlgOFF;0.0 s
P781;Fault Delay;014;2 CB TlgOFF;0.0 s
P781;Fault Delay;015;SCB TlgOFF;0.0 s
P781;Fault Delay;016;SLB TlgOFF;0.0 s
P781;Fault Delay;017;-;0.0 s
P781;Fault Delay;018;-;0.0 s
P781;Fault Delay;019;-;0.0 s
P781;Fault Delay;020;-;0.0 s
r782;Trip Time;001;T1-d;0 
r782;Trip Time;002;T1-h;0 
r782;Trip Time;003;T1-s;0 
r782;Trip Time;004;T2-d;534 
r782;Trip Time;005;T2-h;21 
r782;Trip Time;006;T2-s;3035 
r782;Trip Time;007;T3-d;526 
r782;Trip Time;008;T3-h;2 
r782;Trip Time;009;T3-s;2582 
r782;Trip Time;010;T4-d;525 
r782;Trip Time;011;T4-h;11 
r782;Trip Time;012;T4-s;3302 
r782;Trip Time;013;T5-d;506 
r782;Trip Time;014;T5-h;11 
r782;Trip Time;015;T5-s;1539 
r782;Trip Time;016;T6-d;506 
r782;Trip Time;017;T6-h;10 
r782;Trip Time;018;T6-s;606 
r782;Trip Time;019;T7-d;452 
r782;Trip Time;020;T7-h;8 
r782;Trip Time;021;T7-s;2202 
r782;Trip Time;022;T8-d;452 
r782;Trip Time;023;T8-h;0 
r782;Trip Time;024;T8-s;2318 
r783;Fault n/f(act);000;T8-s;45.791 Hz
r784;Fault dn/dt;000;T8-s;-2.08 Hz
r785;Fault Isq(act);000;T8-s;0.5 A
r786;Fault Out Volts;000;T8-s;355.8 V
r787;Fault CtrlStatus;000;T8-s;0000100001100000 
P792;Perm Deviation;001;FDS 1;10.0 %
P792;Perm Deviation;002;FDS 2;6.0 %
P792;Perm Deviation;003;FDS 3;6.0 %
P792;Perm Deviation;004;FDS 4;6.0 %
P793;Set/Act Hyst;001;FDS 1;3.0 %
P793;Set/Act Hyst;002;FDS 2;2.0 %
P793;Set/Act Hyst;003;FDS 3;2.0 %
P793;Set/Act Hyst;004;FDS 4;2.0 %
P794;Deviation Time;001;FDS 1;3.0 s
P794;Deviation Time;002;FDS 2;3.0 s
P794;Deviation Time;003;FDS 3;3.0 s
P794;Deviation Time;004;FDS 4;3.0 s
P795;S.Comp ActV;000;FDS 4;KK148  n/f(act) 
P796;Compare Value;001;FDS 1;1.5 %
P796;Compare Value;002;FDS 2;100.0 %
P796;Compare Value;003;FDS 3;100.0 %
P796;Compare Value;004;FDS 4;100.0 %
P797;Compare Hyst;001;FDS 1;0.5 %
P797;Compare Hyst;002;FDS 2;3.0 %
P797;Compare Hyst;003;FDS 3;3.0 %
P797;Compare Hyst;004;FDS 4;3.0 %
P798;Compare Time;001;FDS 1;3.0 s
P798;Compare Time;002;FDS 2;3.0 s
P798;Compare Time;003;FDS 3;3.0 s
P798;Compare Time;004;FDS 4;3.0 s
P800;OFF Value;001;FDS 1;0.5 %
P800;OFF Value;002;FDS 2;0.5 %
P800;OFF Value;003;FDS 3;0.5 %
P800;OFF Value;004;FDS 4;0.5 %
P801;OFF Time;001;FDS 1;0.00 s
P801;OFF Time;002;FDS 2;0.00 s
P801;OFF Time;003;FDS 3;0.00 s
P801;OFF Time;004;FDS 4;0.00 s
P802;S.Speed Setp;000;FDS 4;KK75  n/f (set) 
P804;Overspeed Hyst;000;FDS 4;10.0 %
P805;PullOut/BlckTime;001;MDS1;2.00 s
P805;PullOut/BlckTime;002;MDS2;2.00 s
P805;PullOut/BlckTime;003;MDS3;2.00 s
P805;PullOut/BlckTime;004;MDS4;2.00 s
P806;Reac Tacho Fault;001;MDS1;[0] Fault 
P806;Reac Tacho Fault;002;MDS2;[0] Fault 
P806;Reac Tacho Fault;003;MDS3;[0] Fault 
P806;Reac Tacho Fault;004;MDS4;[0] Fault 
r825;Operat. Hours;001;Days;540 
r825;Operat. Hours;002;Hours;3 
r825;Operat. Hours;003;Seconds;3052 
r826;PCB Code;001;Basic board;92 
r826;PCB Code;002;Slot A;151 
r826;PCB Code;003;Slot B;0 
r826;PCB Code;004;Slot C;0 
r826;PCB Code;005;Slot D;0 
r826;PCB Code;006;Slot E;0 
r826;PCB Code;007;Slot F;0 
r826;PCB Code;008;Slot G;0 
r827;Generat. Date;001;Year;2005 
r827;Generat. Date;002;Month;1 
r827;Generat. Date;003;Day;20 
r828;SW ID;001;Basic board;0.1 
r828;SW ID;002;Slot A;0.0 
r828;SW ID;003;Slot B;0.0 
r828;SW ID;004;Slot C;0.0 
r828;SW ID;005;Slot D;0.0 
r828;SW ID;006;Slot E;0.0 
r828;SW ID;007;Slot F;0.0 
r828;SW ID;008;Slot G;0.0 
r828;SW ID;009;Basic board 3;0.0 
r829;CalcTimeHdroom;001;FreeCalcHeadr;11 
r829;CalcTimeHdroom;002;Disp T2 fail;0 
r829;CalcTimeHdroom;003;Disp T3 fail;0 
r829;CalcTimeHdroom;004;Disp T4 fail;0 
r829;CalcTimeHdroom;005;Disp T5 fail;0 
r829;CalcTimeHdroom;006;Disp T6 fail;0 
r829;CalcTimeHdroom;007;Disp T7 fail;0 
r829;CalcTimeHdroom;008;Disp T8 fail;0 
r829;CalcTimeHdroom;009;Disp T9 fail;0 
r829;CalcTimeHdroom;010;Disp T10 fail;0 
P830;Fault Mask;001;Disp T10 fail;0 
P830;Fault Mask;002;Disp T10 fail;0 
P830;Fault Mask;003;Disp T10 fail;0 
P830;Fault Mask;004;Disp T10 fail;0 
P830;Fault Mask;005;Disp T10 fail;0 
r832;Phase Flow;001;L1;-4.1 A
r832;Phase Flow;002;L3;5.4 A
r833;Drive Temperat.;000;L3;41 °C
P834;OFF1 on Fault;001;L3;0 
P834;OFF1 on Fault;002;L3;0 
P834;OFF1 on Fault;003;L3;0 
P834;OFF1 on Fault;004;L3;0 
P834;OFF1 on Fault;005;L3;0 
P835;CtrlBootOptPCB;001;Slot A;[0] Inactive 
P835;CtrlBootOptPCB;002;Slot B;[0] Inactive 
P835;CtrlBootOptPCB;003;Slot C;[0] Inactive 
P835;CtrlBootOptPCB;004;Slot D;[0] Inactive 
P835;CtrlBootOptPCB;005;Slot E;[0] Inactive 
P835;CtrlBootOptPCB;006;Slot F;[0] Inactive 
P835;CtrlBootOptPCB;007;Slot G;[0] Inactive 
P836;DataOptPCBBoot;001;Slot G;0 
P836;DataOptPCBBoot;002;Slot G;0 
P836;DataOptPCBBoot;003;Slot G;0 
P836;DataOptPCBBoot;004;Slot G;0 
P836;DataOptPCBBoot;005;Slot G;0 
P836;DataOptPCBBoot;006;Slot G;0 
P836;DataOptPCBBoot;007;Slot G;0 
P836;DataOptPCBBoot;008;Slot G;0 
P836;DataOptPCBBoot;009;Slot G;0 
P836;DataOptPCBBoot;010;Slot G;0 
P836;DataOptPCBBoot;011;Slot G;0 
P836;DataOptPCBBoot;012;Slot G;0 
P836;DataOptPCBBoot;013;Slot G;0 
P836;DataOptPCBBoot;014;Slot G;0 
P836;DataOptPCBBoot;015;Slot G;0 
P836;DataOptPCBBoot;016;Slot G;0 
P836;DataOptPCBBoot;017;Slot G;0 
P836;DataOptPCBBoot;018;Slot G;0 
P836;DataOptPCBBoot;019;Slot G;0 
P836;DataOptPCBBoot;020;Slot G;0 
P836;DataOptPCBBoot;021;Slot G;0 
P836;DataOptPCBBoot;022;Slot G;0 
P836;DataOptPCBBoot;023;Slot G;0 
P836;DataOptPCBBoot;024;Slot G;0 
P836;DataOptPCBBoot;025;Slot G;0 
P836;DataOptPCBBoot;026;Slot G;0 
P836;DataOptPCBBoot;027;Slot G;0 
P836;DataOptPCBBoot;028;Slot G;0 
P836;DataOptPCBBoot;029;Slot G;0 
P836;DataOptPCBBoot;030;Slot G;0 
P836;DataOptPCBBoot;031;Slot G;0 
P836;DataOptPCBBoot;032;Slot G;0 
P836;DataOptPCBBoot;033;Slot G;0 
P836;DataOptPCBBoot;034;Slot G;0 
P836;DataOptPCBBoot;035;Slot G;0 
P836;DataOptPCBBoot;036;Slot G;0 
P836;DataOptPCBBoot;037;Slot G;0 
P836;DataOptPCBBoot;038;Slot G;0 
P836;DataOptPCBBoot;039;Slot G;0 
P836;DataOptPCBBoot;040;Slot G;0 
P836;DataOptPCBBoot;041;Slot G;0 
P836;DataOptPCBBoot;042;Slot G;0 
P836;DataOptPCBBoot;043;Slot G;0 
P836;DataOptPCBBoot;044;Slot G;0 
P836;DataOptPCBBoot;045;Slot G;0 
P836;DataOptPCBBoot;046;Slot G;0 
P836;DataOptPCBBoot;047;Slot G;0 
P836;DataOptPCBBoot;048;Slot G;0 
P836;DataOptPCBBoot;049;Slot G;0 
P836;DataOptPCBBoot;050;Slot G;0 
P836;DataOptPCBBoot;051;Slot G;0 
P836;DataOptPCBBoot;052;Slot G;0 
P836;DataOptPCBBoot;053;Slot G;0 
P836;DataOptPCBBoot;054;Slot G;0 
P836;DataOptPCBBoot;055;Slot G;0 
P836;DataOptPCBBoot;056;Slot G;0 
P836;DataOptPCBBoot;057;Slot G;0 
P836;DataOptPCBBoot;058;Slot G;0 
P836;DataOptPCBBoot;059;Slot G;0 
P836;DataOptPCBBoot;060;Slot G;0 
P836;DataOptPCBBoot;061;Slot G;0 
P836;DataOptPCBBoot;062;Slot G;0 
P836;DataOptPCBBoot;063;Slot G;0 
P836;DataOptPCBBoot;064;Slot G;0 
P836;DataOptPCBBoot;065;Slot G;0 
P836;DataOptPCBBoot;066;Slot G;0 
P836;DataOptPCBBoot;067;Slot G;0 
P836;DataOptPCBBoot;068;Slot G;0 
P836;DataOptPCBBoot;069;Slot G;0 
P836;DataOptPCBBoot;070;Slot G;0 
P836;DataOptPCBBoot;071;Slot G;0 
P836;DataOptPCBBoot;072;Slot G;0 
P836;DataOptPCBBoot;073;Slot G;0 
P836;DataOptPCBBoot;074;Slot G;0 
P836;DataOptPCBBoot;075;Slot G;0 
P836;DataOptPCBBoot;076;Slot G;0 
P836;DataOptPCBBoot;077;Slot G;0 
P836;DataOptPCBBoot;078;Slot G;0 
P836;DataOptPCBBoot;079;Slot G;0 
P836;DataOptPCBBoot;080;Slot G;0 
P836;DataOptPCBBoot;081;Slot G;0 
P836;DataOptPCBBoot;082;Slot G;0 
P836;DataOptPCBBoot;083;Slot G;0 
P836;DataOptPCBBoot;084;Slot G;0 
P836;DataOptPCBBoot;085;Slot G;0 
P836;DataOptPCBBoot;086;Slot G;0 
P836;DataOptPCBBoot;087;Slot G;0 
P836;DataOptPCBBoot;088;Slot G;0 
P836;DataOptPCBBoot;089;Slot G;0 
P836;DataOptPCBBoot;090;Slot G;0 
P836;DataOptPCBBoot;091;Slot G;0 
P836;DataOptPCBBoot;092;Slot G;0 
P836;DataOptPCBBoot;093;Slot G;0 
P836;DataOptPCBBoot;094;Slot G;0 
P836;DataOptPCBBoot;095;Slot G;0 
P836;DataOptPCBBoot;096;Slot G;0 
P836;DataOptPCBBoot;097;Slot G;0 
P836;DataOptPCBBoot;098;Slot G;0 
P836;DataOptPCBBoot;099;Slot G;0 
P836;DataOptPCBBoot;100;Slot G;0 
P837;state TEST;001;set state TEST;0 
P837;state TEST;002;set switch;0 
P837;state TEST;003;Fan Track;0 
r838;VCE/OC/SC Result;000;Fan Track;0000000000000000 
P839;AdrConnector;001;Ch1 near;0x0 
P839;AdrConnector;002;Ch2 near;0x0 
P839;AdrConnector;003;Ch3 near;0x0 
P839;AdrConnector;004;Ch4 near;0x0 
P839;AdrConnector;005;Ch5 DPR;0x0 
P839;AdrConnector;006;Ch6 DPR;0x0 
P839;AdrConnector;007;Ch7 DPR;0x0 
P839;AdrConnector;008;Ch8 DPR;0x0 
P840;RAM Addr;001;CS;0x0 
P840;RAM Addr;002;Off;0x200 
P841;RAM Value;000;Off;0x0 
P842;VCS RAM ADDR;001;CS;0x0 
P842;VCS RAM ADDR;002;Off;0x200 
P843;VCS RAM Val;000;Off;0x4502 
P844;SEB AnaOut;001;Adr Ch 0;0x0 
P844;SEB AnaOut;002;Adr Ch 1;0x0 
P844;SEB AnaOut;003;Adr Ch 2;0x0 
P844;SEB AnaOut;004;Adr Ch 3;0x0 
P844;SEB AnaOut;005;Adj Ch 0;0x0 
P844;SEB AnaOut;006;Adj Ch 1;0x0 
P844;SEB AnaOut;007;Adj Ch 2;0x0 
P844;SEB AnaOut;008;Adj Ch 3;0x0 
P844;SEB AnaOut;009;Offset Ch 0;0x0 
P844;SEB AnaOut;010;Offset Ch 1;0x0 
P844;SEB AnaOut;011;Offset Ch 2;0x0 
P844;SEB AnaOut;012;Offset Ch 3;0x0 
P844;SEB AnaOut;013;Segm Ch 0;0x0 
P844;SEB AnaOut;014;Segm Ch 1;0x0 
P844;SEB AnaOut;015;Segm Ch 2;0x0 
P844;SEB AnaOut;016;Segm Ch 3;0x0 
P845;SEB AnaOut;001;SEB-Ana 1;K0  FixConn 0% 
P845;SEB AnaOut;002;SEB-Ana 2;K0  FixConn 0% 
P845;SEB AnaOut;003;SEB-Ana 3;K0  FixConn 0% 
P845;SEB AnaOut;004;SEB-Ana 4;K0  FixConn 0% 
P847;Paralleling Mode;000;SEB-Ana 4;[0] Norm Operat 
P848;Test Multiparll.;001;SlFr;255 
P848;Test Multiparll.;002;OCLS;7 
P848;Test Multiparll.;003;OCTR;0 
P848;Test Multiparll.;004;RGEN;255 
r849;Status Multiparl;001;RGEN;0000000000000000 
r849;Status Multiparl;002;RGEN;0000000000000000 
r849;Status Multiparl;003;RGEN;0000000000000000 
r849;Status Multiparl;004;RGEN;0000000000000000 
r849;Status Multiparl;005;RGEN;0000000000000000 
r849;Status Multiparl;006;RGEN;0000000000000000 
r849;Status Multiparl;007;RGEN;0000000000000000 
r849;Status Multiparl;008;RGEN;0000000000000000 
r850;OP Special 1;001;RGEN;516 
r850;OP Special 1;002;RGEN;5632 
r850;OP Special 1;003;RGEN;15820 
r850;OP Special 1;004;RGEN;52429 
r850;OP Special 1;005;RGEN;515 
r850;OP Special 1;006;RGEN;5376 
r850;OP Special 1;007;RGEN;16256 
r850;OP Special 1;008;RGEN;0 
r850;OP Special 1;009;RGEN;516 
r850;OP Special 1;010;RGEN;7168 
r850;OP Special 1;011;RGEN;14979 
r850;OP Special 1;012;RGEN;4719 
r850;OP Special 1;013;RGEN;516 
r850;OP Special 1;014;RGEN;7168 
r850;OP Special 1;015;RGEN;14979 
r850;OP Special 1;016;RGEN;4719 
r850;OP Special 1;017;RGEN;1542 
r850;OP Special 1;018;RGEN;0 
r850;OP Special 1;019;RGEN;16256 
r850;OP Special 1;020;RGEN;0 
r851;OP Special 2;001;OP 1st line R;0 
r851;OP Special 2;002;-;56 
r851;OP Special 2;003;OP 1st line L;0 
r851;OP Special 2;004;-;557 
r851;OP Special 2;005;OP 2nd line;0 
r851;OP Special 2;006;-;45872 
r851;OP Special 2;007;OP 3rd line;0 
r851;OP Special 2;008;-;45816 
r851;OP Special 2;009;OP 4th line;0 
r851;OP Special 2;010;-;14 
r851;OP Special 2;011;-;35967 
r851;OP Special 2;012;-;33280 
r851;OP Special 2;013;OP AlarmText;0 
r851;OP Special 2;014;-;0 
r851;OP Special 2;015;-;0 
r851;OP Special 2;016;-;0 
r851;OP Special 2;017;OP-1.Fault Txt;0 
r851;OP Special 2;018;OP-2.Fault Txt;0 
r851;OP Special 2;019;OP-3.Fault Txt;0 
r851;OP Special 2;020;OP-3.Fault Txt;0 
r851;OP Special 2;021;OP-5.Fault Txt;0 
r851;OP Special 2;022;OP-6.Fault Txt;0 
r851;OP Special 2;023;OP-7.Fault Txt;0 
r851;OP Special 2;024;OP-8.Fault Txt;0 
P852;OP Special 3;000;OP-8.Fault Txt;0 
r853;OP Special 4;000;OP-8.Fault Txt;4994 
r854;OP Special 5;000;OP-8.Fault Txt;4947 
P855;OP Special 6;001;OP-8.Fault Txt;0 
P855;OP Special 6;002;OP-8.Fault Txt;0 
P855;OP Special 6;003;OP-8.Fault Txt;0 
P855;OP Special 6;004;OP-8.Fault Txt;0 
P855;OP Special 6;005;OP-8.Fault Txt;0 
P855;OP Special 6;006;OP-8.Fault Txt;0 
P855;OP Special 6;007;OP-8.Fault Txt;0 
P855;OP Special 6;008;OP-8.Fault Txt;0 
r856;OP Special 7;000;OP-8.Fault Txt;[8192] 
r857;OP Special 8;000;OP-8.Fault Txt;[0] PNU n.exist 
r858;OP Special 9;000;OP-8.Fault Txt;12068 
P888;Quick Param;000;OP-8.Fault Txt;[0] Drive Volts 
P889;Fixed Settings;000;OP-8.Fault Txt;[0] Select FactSet 
P891;no function;000;OP-8.Fault Txt;[0] no function 
P892;Diagnostics;000;OP-8.Fault Txt;[0] Fault/Warning 
P893;Reg/GateUnit;000;OP-8.Fault Txt;[0] no function 
P894;Mot/EncodData;000;OP-8.Fault Txt;[0] Motor Data 
P895;Communication;000;OP-8.Fault Txt;[0] SCom1/SCom2 
P896;Parameter Menu;000;OP-8.Fault Txt;[0] Common Param 
P897;Menu Select;000;OP-8.Fault Txt;[7] Upr/fr. Access 
P898;VectorControl;000;OP-8.Fault Txt;[0] Select Menu 
P918;CB Bus Address;001;OP-8.Fault Txt;3 
P918;CB Bus Address;002;OP-8.Fault Txt;3 
P922;Telegram Select;000;OP-8.Fault Txt;999 
r923;Profibus StdSig;001;OP-8.Fault Txt;0 
r923;Profibus StdSig;002;OP-8.Fault Txt;550 
r923;Profibus StdSig;003;OP-8.Fault Txt;552 
r923;Profibus StdSig;004;OP-8.Fault Txt;551 
r923;Profibus StdSig;005;OP-8.Fault Txt;553 
r923;Profibus StdSig;006;OP-8.Fault Txt;446 
r923;Profibus StdSig;007;OP-8.Fault Txt;441 
r923;Profibus StdSig;008;OP-8.Fault Txt;446 
r923;Profibus StdSig;009;OP-8.Fault Txt;441 
r923;Profibus StdSig;010;OP-8.Fault Txt;0 
r923;Profibus StdSig;011;OP-8.Fault Txt;0 
r923;Profibus StdSig;012;OP-8.Fault Txt;0 
r923;Profibus StdSig;013;OP-8.Fault Txt;0 
r923;Profibus StdSig;014;OP-8.Fault Txt;0 
r923;Profibus StdSig;015;OP-8.Fault Txt;0 
r923;Profibus StdSig;016;OP-8.Fault Txt;0 
r923;Profibus StdSig;017;OP-8.Fault Txt;0 
r923;Profibus StdSig;018;OP-8.Fault Txt;0 
r923;Profibus StdSig;019;OP-8.Fault Txt;0 
r923;Profibus StdSig;020;OP-8.Fault Txt;0 
r923;Profibus StdSig;021;OP-8.Fault Txt;0 
r923;Profibus StdSig;022;OP-8.Fault Txt;0 
r923;Profibus StdSig;023;OP-8.Fault Txt;0 
r923;Profibus StdSig;024;OP-8.Fault Txt;0 
r923;Profibus StdSig;025;OP-8.Fault Txt;0 
r923;Profibus StdSig;026;OP-8.Fault Txt;0 
r923;Profibus StdSig;027;OP-8.Fault Txt;0 
r923;Profibus StdSig;028;OP-8.Fault Txt;0 
r923;Profibus StdSig;029;OP-8.Fault Txt;0 
r923;Profibus StdSig;030;OP-8.Fault Txt;0 
r923;Profibus StdSig;031;OP-8.Fault Txt;0 
r923;Profibus StdSig;032;OP-8.Fault Txt;0 
r923;Profibus StdSig;033;OP-8.Fault Txt;0 
r923;Profibus StdSig;034;OP-8.Fault Txt;0 
r923;Profibus StdSig;035;OP-8.Fault Txt;0 
r923;Profibus StdSig;036;OP-8.Fault Txt;0 
r923;Profibus StdSig;037;OP-8.Fault Txt;0 
r923;Profibus StdSig;038;OP-8.Fault Txt;0 
r923;Profibus StdSig;039;OP-8.Fault Txt;0 
r923;Profibus StdSig;040;OP-8.Fault Txt;0 
r923;Profibus StdSig;041;OP-8.Fault Txt;0 
r923;Profibus StdSig;042;OP-8.Fault Txt;0 
r923;Profibus StdSig;043;OP-8.Fault Txt;0 
r923;Profibus StdSig;044;OP-8.Fault Txt;0 
r923;Profibus StdSig;045;OP-8.Fault Txt;0 
r923;Profibus StdSig;046;OP-8.Fault Txt;0 
r923;Profibus StdSig;047;OP-8.Fault Txt;0 
r923;Profibus StdSig;048;OP-8.Fault Txt;0 
r923;Profibus StdSig;049;OP-8.Fault Txt;0 
r923;Profibus StdSig;050;OP-8.Fault Txt;0 
r923;Profibus StdSig;051;OP-8.Fault Txt;0 
r923;Profibus StdSig;052;OP-8.Fault Txt;0 
r923;Profibus StdSig;053;OP-8.Fault Txt;0 
r923;Profibus StdSig;054;OP-8.Fault Txt;0 
r923;Profibus StdSig;055;OP-8.Fault Txt;0 
r923;Profibus StdSig;056;OP-8.Fault Txt;0 
r923;Profibus StdSig;057;OP-8.Fault Txt;0 
r923;Profibus StdSig;058;OP-8.Fault Txt;0 
r923;Profibus StdSig;059;OP-8.Fault Txt;0 
r923;Profibus StdSig;060;OP-8.Fault Txt;0 
r923;Profibus StdSig;061;OP-8.Fault Txt;0 
r923;Profibus StdSig;062;OP-8.Fault Txt;0 
r923;Profibus StdSig;063;OP-8.Fault Txt;0 
r923;Profibus StdSig;064;OP-8.Fault Txt;0 
r923;Profibus StdSig;065;OP-8.Fault Txt;0 
r923;Profibus StdSig;066;OP-8.Fault Txt;0 
r923;Profibus StdSig;067;OP-8.Fault Txt;0 
r923;Profibus StdSig;068;OP-8.Fault Txt;0 
r923;Profibus StdSig;069;OP-8.Fault Txt;0 
r923;Profibus StdSig;070;OP-8.Fault Txt;0 
r923;Profibus StdSig;071;OP-8.Fault Txt;0 
r923;Profibus StdSig;072;OP-8.Fault Txt;0 
r923;Profibus StdSig;073;OP-8.Fault Txt;0 
r923;Profibus StdSig;074;OP-8.Fault Txt;0 
r923;Profibus StdSig;075;OP-8.Fault Txt;0 
r923;Profibus StdSig;076;OP-8.Fault Txt;0 
r923;Profibus StdSig;077;OP-8.Fault Txt;0 
r923;Profibus StdSig;078;OP-8.Fault Txt;0 
r923;Profibus StdSig;079;OP-8.Fault Txt;0 
r923;Profibus StdSig;080;OP-8.Fault Txt;0 
r923;Profibus StdSig;081;OP-8.Fault Txt;0 
r923;Profibus StdSig;082;OP-8.Fault Txt;0 
r923;Profibus StdSig;083;OP-8.Fault Txt;0 
r923;Profibus StdSig;084;OP-8.Fault Txt;0 
r923;Profibus StdSig;085;OP-8.Fault Txt;0 
r923;Profibus StdSig;086;OP-8.Fault Txt;0 
r923;Profibus StdSig;087;OP-8.Fault Txt;0 
r923;Profibus StdSig;088;OP-8.Fault Txt;0 
r923;Profibus StdSig;089;OP-8.Fault Txt;0 
r923;Profibus StdSig;090;OP-8.Fault Txt;0 
r923;Profibus StdSig;091;OP-8.Fault Txt;0 
r923;Profibus StdSig;092;OP-8.Fault Txt;0 
r923;Profibus StdSig;093;OP-8.Fault Txt;0 
r923;Profibus StdSig;094;OP-8.Fault Txt;0 
r923;Profibus StdSig;095;OP-8.Fault Txt;0 
r923;Profibus StdSig;096;OP-8.Fault Txt;0 
r923;Profibus StdSig;097;OP-8.Fault Txt;0 
r923;Profibus StdSig;098;OP-8.Fault Txt;0 
r923;Profibus StdSig;099;OP-8.Fault Txt;0 
r923;Profibus StdSig;100;OP-8.Fault Txt;0 
P927;Parameter Access;000;OP-8.Fault Txt;0000000001110111 
r944;Fault Counter;000;OP-8.Fault Txt;4 
r947;Fault Memory;001;Trip 1;0 
r947;Fault Memory;002;Trip 1;0 
r947;Fault Memory;003;Trip 1;0 
r947;Fault Memory;004;Trip 1;0 
r947;Fault Memory;005;Trip 1;0 
r947;Fault Memory;006;Trip 1;0 
r947;Fault Memory;007;Trip 1;0 
r947;Fault Memory;008;Trip 1;0 
r947;Fault Memory;009;Trip 2;8 
r947;Fault Memory;010;Trip 2;0 
r947;Fault Memory;011;Trip 2;0 
r947;Fault Memory;012;Trip 2;0 
r947;Fault Memory;013;Trip 2;0 
r947;Fault Memory;014;Trip 2;0 
r947;Fault Memory;015;Trip 2;0 
r947;Fault Memory;016;Trip 2;0 
r947;Fault Memory;017;Trip 3;8 
r947;Fault Memory;018;Trip 3;0 
r947;Fault Memory;019;Trip 3;0 
r947;Fault Memory;020;Trip 3;0 
r947;Fault Memory;021;Trip 3;0 
r947;Fault Memory;022;Trip 3;0 
r947;Fault Memory;023;Trip 3;0 
r947;Fault Memory;024;Trip 3;0 
r947;Fault Memory;025;Trip 4;8 
r947;Fault Memory;026;Trip 4;0 
r947;Fault Memory;027;Trip 4;0 
r947;Fault Memory;028;Trip 4;0 
r947;Fault Memory;029;Trip 4;0 
r947;Fault Memory;030;Trip 4;0 
r947;Fault Memory;031;Trip 4;0 
r947;Fault Memory;032;Trip 4;0 
r947;Fault Memory;033;Trip 5;8 
r947;Fault Memory;034;Trip 5;0 
r947;Fault Memory;035;Trip 5;0 
r947;Fault Memory;036;Trip 5;0 
r947;Fault Memory;037;Trip 5;0 
r947;Fault Memory;038;Trip 5;0 
r947;Fault Memory;039;Trip 5;0 
r947;Fault Memory;040;Trip 5;0 
r947;Fault Memory;041;Trip 6;8 
r947;Fault Memory;042;Trip 6;0 
r947;Fault Memory;043;Trip 6;0 
r947;Fault Memory;044;Trip 6;0 
