Material,Material Description,Plnt,SLoc,S,Unrestr.,Total Value,Special stock number
MY2N-GS DC24,,,,,4.000,,
MY4N GS AC24,,,,,8.000,,
MY4N-AC220/240,,,,,38.000,,
MY4N-GS AC100/110,,,,,6.000,,
MY4NCRGS AC110/120,,,,,54.000,,
N2R39VP,,,,,13.000,,
N3R398,,,,,47.000,,
N3R39AP,,,,,22.000,,
NAR-200,,,,,7.000,,
NC340N,,,,,12.000,,
NF63-SV3P63A,,,,,1.000,,
NKF100D080AC3P,,,,,1.000,,
NS 10,,,,,3.000,,
NS 32,,,,,324.000,,
NS 4,,,,,15.000,,
NS 6,,,,,9.000,,
NSD25,,,,,223.000,,
NSH 32,,,,,28.000,,
PC-14-D-L-WXOA,,,,,23.000,,
PC22OD,,,,,31.000,,
PC24D16-COB,,,,,1.000,,
PES-100-A,,,,,1.000,,
PES-200-A-Y,,,,,1.000,,
PESS 28B,,,,,60.000,,
PESS-07B,,,,,482.000,,
PESS-10B,,,,,890.000,,
PESS-16B,,,,,"1,169.000",,
PGE8314032,,,,,184.000,,
PK-11-P-L-WXOA,,,,,3.000,,
PNC-P136B,,,,,70.000,,
PNC-P16B,,,,,20.000,,
PS 2467 000,,,,,7.000,,
PS 4012 009,,,,,10.000,,
PS 4013 009,,,,,7.000,,
PS 4593 000,,,,,10.000,,
PSS 4013 409,,,,,3.000,,
PSS60/24/2.5,,,,,2.000,,
PTRA102PC06,,,,,254.000,,
PTRA104PC40,,,,,2.000,,
PTRA104PC63,,,,,49.000,,
PYC-A1,,,,,377.000,,
PYF08A-N,,,,,95.000,,
PYF08S,,,,,24.000,,
PYF14A-N,,,,,96.000,,
R001-C25-D04-00391,,,,,38.000,,
R100-000-000-00417,,,,,1.000,,
R200-000-000-01107,,,,,7.000,,
R200-000-000-01145,,,,,6.000,,
R200-000-000-01274,,,,,1.000,,
R200-000-000-01282,,,,,3.000,,
R200-000-000-01298,,,,,3.000,,
R200-A09-000-00598,,,,,50.000,,
R200-B11-000-00287,,,,,3.000,,
R200-B11-000-00594,,,,,1.000,,
R200-B11-000-00933,,,,,1.000,,
R200-B11-000-01120,,,,,3.000,,
R200-B11-000-01253,,,,,1.000,,
R200-B11-000-01254,,,,,5.000,,
R200-B11-000-01255,,,,,2.000,,
R200-B11-000-01258,,,,,4.000,,
R200-B11-000-01260,,,,,1.000,,
R200-B11-000-01301,,,,,3.000,,
R200-B11-000-01311,,,,,3.000,,
R200-B11-000-01355,,,,,1.000,,
R200-B11-000-01379,,,,,1.000,,
R200-B11-000-01393,,,,,36.000,,
R200-B11-000-01395,,,,,1.000,,
R200-B11-000-01438,,,,,3.000,,
R200-B11-000-01439,,,,,1.000,,
R200-B11-000-01486,,,,,21.000,,
R200-B11-000-01487,,,,,1.000,,
R200-B11-000-01503,,,,,1.000,,
R200-B11-000-01504,,,,,1.000,,
R200-B11-000-01505,,,,,1.000,,
R200-B11-000-01564,,,,,7.000,,
R200-B11-000-01571,,,,,1.000,,
R200-B11-000-01587,,,,,2.000,,
R200-B11-000-01590,,,,,1.000,,
R200-B11-000-01620,,,,,1.000,,
R200-B11-000-01651,,,,,12.000,,
R200-B11-000-01681,,,,,2.000,,
R200-C32-000-00556,,,,,497.000,,
R200-D04-U02-00083,,,,,1.000,,
R200-E04-000-00471,,,,,15.000,,
R200-E04-000-00577,,,,,2.000,,
R200-F02-000-00002,,,,,3.000,,
R200-F02-000-00005,,,,,5.000,,
R200-F02-000-00010,,,,,1.000,,
R200-F02-000-00030,,,,,77.000,,
R200-F02-000-00033,,,,,18.000,,
R200-F02-000-00038,,,,,186.000,,
R200-F02-000-00303,,,,,63.000,,
R200-F02-000-00684,,,,,1.000,,
R200-F02-000-00973,,,,,70.000,,
R200-F02-000-01488,,,,,11.000,,
R200-F02-000-01511,,,,,127.000,,
R200-F02-000-01580,,,,,1.000,,
R200-F02-000-01610,,,,,1.000,,
R200-F02-E02-00003,,,,,1.000,,
R200-F02-E02-00006,,,,,12.000,,
R200-F02-E02-00022,,,,,1.000,,
R200-F02-E02-00082,,,,,22.000,,
R200-F02-E02-00111,,,,,5.000,,
R200-F02-R07-00018,,,,,30.000,,
R200-F02-R07-00832,,,,,20.000,,
R200-F02-R15-00095,,,,,2.000,,
R200-H05-000-00390,,,,,9.000,,
R200-H05-000-01283,,,,,5.000,,
R200-H05-000-01660,,,,,5.000,,
R200-H09-G05-00119,,,,,10.000,,
R200-J01-H04-00127,,,,,45.000,,
R200-K03-000-01405,,,,,12.000,,
R200-L02-000-01693,,,,,558.000,,
R200-L03-000-01165,,,,,51.000,,
R200-L03-P08-00124,,,,,1.000,,
R200-M16-000-00136,,,,,46.000,,
R200-P18-J01-00252,,,,,2.000,,
R200-P24-000-00164,,,,,1.000,,
R200-R02-000-00370,,,,,"3,000.000",,
R200-R04-S20-00046,,,,,19.000,,
R200-R07-000-01422,,,,,6.000,,
R200-R07-000-01435,,,,,1.000,,
R200-R07-000-01443,,,,,2.000,,
R200-S20-J01-00175,,,,,4.000,,
R200-S42-000-00044,,,,,1.000,,
R200-T21-000-00188,,,,,8.000,,
R200-T21-000-00243,,,,,3.000,,
R200-T21-000-00244,,,,,3.000,,
R200-T21-K03-00392,,,,,1.000,,
R200-T21-S20-00279,,,,,3.000,,
R200-T21-S20-00311,,,,,11.000,,
R200-T21-S20-00375,,,,,6.000,,
R200-T21-S20-00584,,,,,1.000,,
R200-T27-000-00049,,,,,18.000,,
R200-T27-000-01341,,,,,2.000,,
R201-C17-000-00451,,,,,1.000,,
R201-C17-000-00466,,,,,2.000,,
R201-C17-000-00467,,,,,2.000,,
R201-C19-000-00058,,,,,1.000,,
R201-C19-000-00240,,,,,1.000,,
R201-C19-000-00241,,,,,2.000,,
R201-C20-000-00339,,,,,1.000,,
R201-C20-000-00340,,,,,1.000,,
R201-C20-000-00351,,,,,1.000,,
R201-C20-000-00360,,,,,1.000,,
R201-R03-000-00410,,,,,2.000,,
R201-R03-000-00411,,,,,2.000,,
R201-R16-000-00278,,,,,2.000,,
R201-R16-000-00283,,,,,2.000,,
R201-R16-000-00284,,,,,1.000,,
R201-R16-000-00286,,,,,2.000,,
R201-R16-000-00293,,,,,1.000,,
R201-R16-000-00307,,,,,4.000,,
R201-R16-000-00309,,,,,6.000,,
R201-R16-000-00320,,,,,1.000,,
R201-R16-000-00325,,,,,1.000,,
R201-R16-000-00326,,,,,7.000,,
R201-R16-000-00327,,,,,4.000,,
R201-R16-000-00330,,,,,2.000,,
R201-R16-000-00420,,,,,10.000,,
R201-R16-000-00433,,,,,1.000,,
R202-C40-S17-00817,,,,,2.000,,
R202-C42-A03-00091,,,,,3.000,,
R202-C42-A07-00117,,,,,2.000,,
R202-C42-A07-00187,,,,,3.000,,
R202-C42-S17-00103,,,,,3.000,,
R202-C42-S17-00875,,,,,3.000,,
R202-R09-000-01454,,,,,6.000,,
R202-S17-A03-01312,,,,,6.000,,
R202-S17-A03-01344,,,,,2.000,,
R203-000-000-00074,,,,,2.000,,
R203-000-000-00080,,,,,2.000,,
R203-000-000-00083,,,,,1.000,,
R203-000-000-00087,,,,,1.000,,
R203-000-000-00090,,,,,1.000,,
R203-000-000-00096,,,,,2.000,,
R203-000-000-00098,,,,,7.000,,
R203-000-000-00102,,,,,1.000,,
R203-000-000-00117,,,,,1.000,,
R203-000-000-00122,,,,,1.000,,
R203-000-000-00144,,,,,7.000,,
R203-000-000-00149,,,,,3.000,,
R203-000-000-00181,,,,,1.000,,
R203-000-000-00205,,,,,2.000,,
R203-000-000-00225,,,,,1.000,,
R203-000-000-00390,,,,,1.000,,
R203-000-000-00425,,,,,2.000,,
R203-000-000-00426,,,,,7.000,,
R203-000-000-00440,,,,,1.000,,
R203-000-000-00509,,,,,1.000,,
R203-000-000-00517,,,,,2.000,,
R203-000-000-00532,,,,,5.000,,
R203-000-000-00537,,,,,1.000,,
R203-000-000-00538,,,,,5.000,,
R203-000-000-00541,,,,,3.000,,
R203-000-001-00127,,,,,1.000,,
R203-R03-000-00134,,,,,1.000,,
R203-R17-000-00114,,,,,1.000,,
R203-R17-000-00120,,,,,2.000,,
R203-R17-000-00139,,,,,1.000,,
R203-T22-000-00013,,,,,1.000,,
R203-T22-000-00028,,,,,1.000,,
R203-T22-000-00054,,,,,1.000,,
R203-T22-000-00058,,,,,1.000,,
R203-T22-000-00070,,,,,4.000,,
R203-T22-000-00081,,,,,2.000,,
R203-T22-000-00102,,,,,4.000,,
R203-T22-000-00103,,,,,5.000,,
R203-T22-000-00163,,,,,3.000,,
R203-T22-000-00170,,,,,1.000,,
R203-T22-000-00183,,,,,2.000,,
R203-T22-000-00184,,,,,1.000,,
R203-T22-000-00191,,,,,1.000,,
R203-T22-000-00552,,,,,2.000,,
R300-000-N15-00044,,,,,1.000,,
R300-C51-N15-00046,,,,,1.000,,
R300-C51-N15-00047,,,,,1.000,,
R300-S38-B04-00039,,,,,19.000,,
R400-000-000-00365,,,,,5.000,,
R400-C01-P13-00435,,,,,330.000,,
R400-C01-P13-00436,,,,,700.000,,
R400-C01-P13-00437,,,,,115.000,,
R400-C01-P13-00438,,,,,115.000,,
R400-C01-P13-00439,,,,,115.000,,
R400-C01-P13-00443,,,,,160.000,,
R400-C01-P13-00444,,,,,160.000,,
R400-C01-P13-00445,,,,,160.000,,
R400-C01-P13-00446,,,,,580.000,,
R400-C01-P13-00451,,,,,50.000,,
R400-C02-000-00046,,,,,50.000,,
R400-C02-000-00066,,,,,10.000,,
R400-C02-000-00078,,,,,100.000,,
R400-C02-000-00079,,,,,50.000,,
R400-C03-000-00125,,,,,350.000,,
R400-C03-P13-00032,,,,,50.000,,
R400-C04-000-00153,,,,,170.000,,
R400-C04-000-00154,,,,,128.000,,
R400-C04-000-00155,,,,,135.000,,
R400-C04-000-00156,,,,,100.000,,
R400-C04-000-00235,,,,,13.000,,
R400-C04-P13-00616,,,,,180.000,,
R400-T01-P13-00659,,,,,100.000,,
R401-C04-P13-10021,,,,,200.000,,
R401-C04-P13-10052,,,,,200.000,,
R401-C04-P13-10092,,,,,200.000,,
R401-C04-P13-10093,,,,,30.000,,
R401-C04-P13-10111,,,,,600.000,,
R401-C04-P13-10113,,,,,30.000,,
R401-C04-P13-20001,,,,,100.000,,
R401-C04-P13-20002,,,,,100.000,,
R401-C04-P13-20011,,,,,200.000,,
R401-C04-P13-20022,,,,,200.000,,
R401-C04-P13-20023,,,,,200.000,,
R401-C04-P13-20041,,,,,200.000,,
R401-C04-P13-20042,,,,,300.000,,
R401-C04-P13-20043,,,,,200.000,,
R401-C04-P13-20061,,,,,200.000,,
R401-C04-P13-20063,,,,,50.000,,
R401-C04-P13-20064,,,,,300.000,,
R401-C04-P13-20112,,,,,200.000,,
R401-C04-P13-20113,,,,,200.000,,
R401-P13-000-21212,,,,,200.000,,
R402-C02-F07-00004,,,,,27.000,,
R402-C02-F07-00011,,,,,478.000,,
R402-C02-F07-00013,,,,,4.000,,
R402-C02-F07-00018,,,,,72.000,,
R402-C02-F07-00021,,,,,70.000,,
R402-C02-F07-00023,,,,,10.000,,
R402-C04-F07-10003,,,,,900.000,,
R402-C04-F07-10011,,,,,800.000,,
R402-C04-F07-10013,,,,,"1,290.000",,
R402-C04-F07-10023,,,,,"1,455.000",,
R402-C04-F07-10033,,,,,735.000,,
R402-C04-F07-10041,,,,,600.000,,
R402-C04-F07-10042,,,,,100.000,,
R402-C04-F07-10043,,,,,917.000,,
R402-C04-F07-10051,,,,,300.000,,
R402-C04-F07-10053,,,,,"2,038.000",,
R402-C04-F07-10063,,,,,955.000,,
R402-C04-F07-10111,,,,,600.000,,
R402-C04-F07-10113,,,,,"1,100.000",,
R402-C04-F07-20001,,,,,"1,191.000",,
R402-C04-F07-20002,,,,,"1,439.000",,
R402-C04-F07-20003,,,,,199.000,,
R402-C04-F07-20005,,,,,176.000,,
R402-C04-F07-20006,,,,,188.000,,
R402-C04-F07-20011,,,,,"1,360.000",,
R402-C04-F07-20012,,,,,"1,397.000",,
R402-C04-F07-20013,,,,,575.000,,
R402-C04-F07-20014,,,,,221.000,,
R402-C04-F07-20016,,,,,228.000,,
R402-C04-F07-20021,,,,,893.000,,
R402-C04-F07-20022,,,,,"1,685.000",,
R402-C04-F07-20023,,,,,423.000,,
R402-C04-F07-20024,,,,,447.000,,
R402-C04-F07-20025,,,,,86.000,,
R402-C04-F07-20026,,,,,225.000,,
R402-C04-F07-20032,,,,,20.000,,
R402-C04-F07-20034,,,,,60.000,,
R402-C04-F07-20041,,,,,"1,093.000",,
R402-C04-F07-20042,,,,,"1,950.000",,
R402-C04-F07-20043,,,,,623.000,,
R402-C04-F07-20044,,,,,486.000,,
R402-C04-F07-20045,,,,,86.000,,
R402-C04-F07-20046,,,,,319.000,,
R402-C04-F07-20051,,,,,50.000,,
R402-C04-F07-20061,,,,,"3,805.000",,
R402-C04-F07-20062,,,,,"2,815.000",,
R402-C04-F07-20063,,,,,90.000,,
R402-C04-F07-20065,,,,,30.000,,
R402-C04-F07-20111,,,,,"1,993.000",,
R402-C04-F07-20112,,,,,"1,625.000",,
R402-C04-F07-20113,,,,,423.000,,
R402-C04-F07-20114,,,,,542.000,,
R402-C04-F07-20115,,,,,86.000,,
R402-C04-F07-20116,,,,,424.000,,
R402-C04-F07-20121,,,,,100.000,,
R402-C04-F07-21011,,,,,30.000,,
R402-C04-F07-21012,,,,,10.000,,
R402-C04-F07-21014,,,,,44.000,,
R402-C04-F07-21015,,,,,155.000,,
R402-C04-F07-21016,,,,,"1,360.000",,
R402-C04-F07-41066,,,,,30.000,,
R402-C04-F07-41097,,,,,151.000,,
R402-C04-F07-41099,,,,,50.000,,
R402-C04-F07-41107,,,,,555.000,,
R403-C04-F07-10061,,,,,"1,600.000",,
R403-C04-F07-20004,,,,,80.000,,
R403-C04-R11-10073,,,,,300.000,,
R403-C04-R11-20004,,,,,150.000,,
R403-C04-R11-20022,,,,,500.000,,
R403-C04-R11-20023,,,,,30.000,,
R403-C04-R11-20042,,,,,400.000,,
R403-C04-R11-20061,,,,,600.000,,
R403-C04-R11-20113,,,,,70.000,,
R500-000-000-00010,,,,,18.000,,
R600-000-000-00177,,,,,4.000,,
R601-A19-A03-00060,,,,,2.000,,
R601-A19-A03-00062,,,,,1.000,,
R601-A19-A03-00374,,,,,4.000,,
R601-A19-R09-00063,,,,,1.000,,
R601-A19-V02-00215,,,,,112.000,,
R601-A20-M05-00401,,,,,3.000,,
R601-H11-000-00361,,,,,37.000,,
R601-K02-H07-00230,,,,,5.000,,
R601-K02-H07-00231,,,,,8.000,,
R601-K02-H07-00236,,,,,6.000,,
R601-K02-H07-00237,,,,,11.000,,
R601-V04-A03-00314,,,,,1.000,,
R601-V04-M05-00315,,,,,1.000,,
R601-V04-M05-00723,,,,,1.000,,
R601-V04-R09-00316,,,,,2.000,,
R601-V04-V02-00329,,,,,5.000,,
R601-V05-M05-00403,,,,,2.000,,
R700-T08-000-00002,,,,,14.000,,
R800-A24-000-00027,,,,,16.000,,
R800-E07-000-00025,,,,,2.000,,
R800-E07-000-00030,,,,,3.000,,
R800-E07-000-00032,,,,,53.000,,
R88D-KP04H,,,,,1.000,,
R900-000-000-01621,,,,,2.000,,
R900-000-000-02458,,,,,3.000,,
R900-000-000-02459,,,,,3.000,,
R900-000-000-02558,,,,,50.000,,
R900-A24-000-00335,,,,,20.000,,
R900-A24-000-00336,,,,,49.000,,
R900-A24-000-00338,,,,,13.000,,
R900-A24-000-00339,,,,,26.000,,
R900-A24-000-00341,,,,,15.000,,
R900-A24-000-00343,,,,,46.000,,
R900-A24-000-00344,,,,,5.000,,
R900-A24-000-00345,,,,,15.000,,
R900-A24-000-00346,,,,,26.000,,
R900-A24-000-00351,,,,,49.000,,
R900-A24-000-00387,,,,,2.000,,
R900-A24-000-00388,,,,,666.000,,
R900-A24-000-00389,,,,,556.000,,
R900-A24-000-00390,,,,,"2,345.000",,
R900-A24-000-00392,,,,,36.000,,
R900-A24-000-00393,,,,,117.000,,
R900-A24-000-00394,,,,,97.000,,
R900-A24-000-00395,,,,,101.000,,
R900-A24-000-00397,,,,,153.000,,
R900-A24-000-00399,,,,,486.000,,
R900-A24-000-00403,,,,,188.000,,
R900-A24-000-00408,,,,,607.000,,
R900-A24-000-00496,,,,,55.000,,
R900-A24-000-00497,,,,,96.000,,
R900-A24-000-00498,,,,,244.000,,
R900-A24-000-00499,,,,,31.000,,
R900-A24-000-00500,,,,,107.000,,
R900-A24-000-00501,,,,,148.000,,
R900-A24-000-00503,,,,,27.000,,
R900-A24-000-00509,,,,,54.000,,
R900-A24-000-00510,,,,,54.000,,
R900-A24-000-00511,,,,,1.000,,
R900-A24-000-00539,,,,,1.000,,
R900-A24-000-00710,,,,,162.000,,
R900-A24-000-02718,,,,,106.000,,
R900-A24-000-02720,,,,,14.000,,
R900-A24-000-02761,,,,,10.000,,
R900-A24-000-02762,,,,,96.000,,
R900-A24-000-02764,,,,,3.000,,
R900-A24-000-02765,,,,,3.000,,
R900-A24-S24-00495,,,,,32.000,,
R900-A24-T06-00537,,,,,20.000,,
R900-B03-000-03382,,,,,4.000,,
R900-B20-000-03311,,,,,143.000,,
R900-C06-000-03371,,,,,2.000,,
R900-C32-000-03459,,,,,41.000,,
R900-C32-000-03460,,,,,180.000,,
R900-C32-000-03461,,,,,43.000,,
R900-F09-000-00401,,,,,1.000,,
R900-F11-000-00321,,,,,77.000,,
R900-F11-000-00324,,,,,31.000,,
R900-F11-000-03374,,,,,45.000,,
R900-F11-000-03375,,,,,51.000,,
R900-F11-000-03376,,,,,349.000,,
R900-F11-000-03377,,,,,21.000,,
R900-H04-000-01527,,,,,7.000,,
R900-H04-000-02178,,,,,125.000,,
R900-H04-000-02179,,,,,6.000,,
R900-H04-000-02457,,,,,30.000,,
R900-M10-000-00525,,,,,1.000,,
R900-M10-000-00544,,,,,1.000,,
R900-M10-000-00591,,,,,46.000,,
R900-M10-000-00592,,,,,46.000,,
R900-M10-000-00593,,,,,46.000,,
R900-M10-000-00618,,,,,1.000,,
R900-M10-000-00746,,,,,"2,456.000",,
R900-M10-000-01324,,,,,4.000,,
R900-M10-000-01338,,,,,12.000,,
R900-M10-000-01339,,,,,2.000,,
R900-M10-000-03295,,,,,171.000,,
R900-W01-000-01677,,,,,2.000,,
R910-B17-000-00011,,,,,16.000,,
R910-B17-000-00012,,,,,15.000,,
R910-B17-000-00013,,,,,8.000,,
R910-B17-000-00044,,,,,35.000,,
R910-B17-000-00046,,,,,221.800,,
R910-B17-000-00075,,,,,51.700,,
R910-B17-000-00076,,,,,150.000,,
R910-B17-000-00195,,,,,25.000,,
R910-B17-000-00196,,,,,25.000,,
R910-B17-000-00197,,,,,25.000,,
R910-B17-000-00198,,,,,25.000,,
R910-B17-000-00199,,,,,25.000,,
R910-M10-000-00071,,,,,488.000,,
R920-000-000-02020,,,,,2.000,,
R920-000-000-02033,,,,,3.000,,
R920-E08-000-01072,,,,,2.000,,
R920-E08-000-02022,,,,,3.000,,
R920-E08-000-02025,,,,,4.000,,
R920-E08-000-02026,,,,,1.000,,
R920-E08-000-02182,,,,,1.000,,
R920-E08-000-02750,,,,,1.000,,
R920-E08-000-02752,,,,,1.000,,
R920-E08-000-02771,,,,,1.000,,
R920-E08-000-02833,,,,,2.000,,
R920-E08-000-03065,,,,,4.000,,
R920-E08-000-03066,,,,,10.000,,
R920-E08-000-03067,,,,,12.000,,
R920-E08-000-03068,,,,,2.000,,
R920-E08-E21-00063,,,,,1.000,,
R920-E08-E21-00066,,,,,1.000,,
R920-E08-E21-00073,,,,,2.000,,
R920-E08-E21-00080,,,,,5.000,,
R920-E08-E21-00096,,,,,57.000,,
R920-E08-E21-00239,,,,,2.000,,
R920-E08-E21-00258,,,,,2.000,,
R920-E08-E21-00272,,,,,2.000,,
R920-E08-E21-00273,,,,,2.000,,
R920-E08-E21-00321,,,,,3.000,,
R920-E08-E21-00334,,,,,1.000,,
R920-E08-E21-01171,,,,,2.000,,
R920-E08-E21-01172,,,,,1.000,,
R920-E08-H04-00100,,,,,12.000,,
R920-J01-000-00025,,,,,72.000,,
R920-J01-000-02029,,,,,67.000,,
R920-R10-000-03098,,,,,2.000,,
R920-R10-000-03099,,,,,3.000,,
R920-R10-000-03207,,,,,1.000,,
R940-000-000-00004,,,,,643.000,,
R940-000-000-00031,,,,,480.000,,
R940-000-000-00032,,,,,20.000,,
R950-H10-000-00005,,,,,410.000,,
R950-H10-000-00008,,,,,162.000,,
R950-H10-000-00009,,,,,120.000,,
R950-V05-000-00302,,,,,1.000,,
RE17LAMW,,,,,2.000,,
RM4-TR32,,,,,1.000,,
RT1K,,,,,6.000,,
RT1U,,,,,5.000,,
RT1W,,,,,7.000,,
RT2J,,,,,1.000,,
RTI-BI-R/G-110VAC,,,,,12.000,,
RTXP,,,,,2.000,,
RU-100-R,,,,,9.000,,
RXM4AB2E7,,,,,27.000,,
RXM4AB2F7,,,,,38.000,,
RXM4LB2F7,,,,,154.000,,
RXZE1M4C,,,,,66.000,,
S-1,,,,,217.000,,
S-2,,,,,111.000,,
S271 C32,,,,,8.000,,
S271 C63,,,,,1.000,,
S272 C6,,,,,9.000,,
S274 C4,,,,,3.000,,
S2VMR7,,,,,6.000,,
S2VMR7-400V AC,,,,,3.000,,
S2WTR1-2,,,,,3.000,,
SF90152,,,,,3.000,,
SGC8401020,,,,,6.000,,
SK 3322 207,,,,,15.000,,
SK 3325 107,,,,,13.000,,
SK 3325 207,,,,,147.000,,
SL97611,,,,,4.000,,
SMC04-BWF1C-230VAC,,,,,1.000,,
SS6,,,,,102.000,,
SS94072,,,,,301.000,,
SS94084,,,,,5.000,,
ST30725,,,,,4.000,,
ST30726,,,,,1.000,,
ST94928BOOO,,,,,7.000,,
SXM3411B,,,,,11.000,,
SXM3411C,,,,,97.000,,
SXM6411C,,,,,2.000,,
SXM828B/YR,,,,,5.000,,
SZ 2435 000,,,,,8.000,,
SZ 2514 000,,,,,5.000,,
SZ 4127 010,,,,,1.000,,
T25DU32,,,,,19.000,,
TRT-10A230V,,,,,5.000,,
TS 4540 000,,,,,11.000,,
UBDF4-BLACK,,,,,223.000,,
UL110D04-4C0B,,,,,3.000,,
UL24D04-4COB ,,,,,1.000,,
UL24D08-2C0B,,,,,1.000,,
ULEP110A04-2COB,,,,,1.000,,
ULEP24A04-COB,,,,,2.000,,
ULEP24A08-4COB,,,,,1.000,,
ULEP24A08-COB,,,,,2.000,,
ULEP24D04-COB,,,,,4.000,,
V-05SV,,,,,1.000,,
V-AD3S,,,,,1.000,,
V000-000-000-00013,,,,,54.000,,
V2,,,,,13.000,,
VB-30,,,,,57.000,,
VB-75,,,,,1.000,,
VCF4,,,,,3.000,,
VE5-2,,,,,1.000,,
VIFPE-EMIFS,,,,,4.000,,
VMR-3P,,,,,27.000,,
VSPD1,,,,,4.000,,
VW3A1101,,,,,2.000,,
VW3A3407,,,,,13.000,,
XB5-AA42N,,,,,1.000,,
XB5-AD53N,,,,,1.000,,
XB5-AK121B1N,,,,,1.000,,
XB5-AK131B3N,,,,,2.000,,
XB5-AK153B3N,,,,,1.000,,
XB5-AW33B1N,,,,,2.000,,
XB5-AW33G1N,,,,,1.000,,
XB5-AW38B1N,,,,,5.000,,
XB5-AW74B2N,,,,,7.000,,
XB7-EV03GPN,,,,,1.000,,
XB7-EV04MPN,,,,,4.000,,
XB7-EV05MPN,,,,,8.000,,
XB7-EV06MPN,,,,,2.000,,
XB7-EV08BPN,,,,,7.000,,
XCSL-1120W-024VAA,,,,,10.000,,
XW1E-TV412Q4MR,,,,,2.000,,
YW1P-1BEQHA-UM,,,,,1.000,,
Z2221N0G2FT00,,,,,2.000,,
ZBE101N,,,,,16.000,,
ZBE102N,,,,,1.000,,
408,,,,,5.000,,
15011,,,,,2.000,,
16503,,,,,2.000,,
26643,,,,,2.000,,
26923,,,,,1.000,,
26960,,,,,27.000,,
26970,,,,,2.000,,
28959,,,,,3.000,,
29452,,,,,1.000,,
33106,,,,,1.000,,
33671,,,,,5.000,,
33673,,,,,5.000,,
47849,,,,,66.000,,
47935,,,,,8.000,,
61049,,,,,11.000,,
71000,,,,,4.000,,
72009,,,,,6.000,,
81295,,,,,2.000,,
402174,,,,,7.000,,
411189,,,,,4.000,,
555124,,,,,9.000,,
555184,,,,,6.000,,
555239,,,,,10.000,,
555289,,,,,15.000,,
573473,,,,,3.000,,
602128,,,,,4.000,,
602801,,,,,10.000,,
603235,,,,,52.000,,
603285,,,,,1.000,,
603322,,,,,2.000,,
603414,,,,,3.000,,
603416,,,,,27.000,,
607841,,,,,2.000,,
673010,,,,,37.000,,
673043,,,,,35.000,,
673303,,,,,37.000,,
674506,,,,,2.000,,
674553,,,,,2.000,,
2130402,,,,,172.000,,
2130415,,,,,58.000,,
2130431,,,,,108.000,,
2130444,,,,,90.000,,
2130457,,,,,50.000,,
2817741,,,,,7.000,,
2866310,,,,,5.000,,
2891002,,,,,5.000,,
3001275,,,,,98.000,,
3006153,,,,,99.000,,
3006182,,,,,205.000,,
3037070,,,,,22.000,,
3046032,,,,,48.000,,
3046249,,,,,150.000,,
3213139,,,,,4.000,,
3244630,,,,,5.000,,
3247969,,,,,8.000,,
3247996,,,,,12.000,,
5754267,,,,,60.000,,
5754322,,,,,17.000,,
5776119,,,,,334.000,,
5776261,,,,,124.000,,
5776711,,,,,37.000,,
11700331,,,,,22.000,,
11700339,,,,,289.000,,
11706015,,,,,17.000,,
1010400000,,,,,18.000,,
1010500000,,,,,18.000,,
1608860000,,,,,519.000,,
1608950000,,,,,179.000,,
1706110000,,,,,171.000,,
1770370000,,,,,484.000,,
1770400000,,,,,71.000,,
1771370000,,,,,120.000,,
1771440000,,,,,53.000,,
1772060000,,,,,796.000,,
1772090000,,,,,229.000,,
9540000000,,,,,253.000,,
34 608,,,,,51.000,,
100-C09KD10,,,,,1.000,,
100-C12KD10,,,,,3.000,,
100-C23KD10,,,,,4.000,,
100-C30KD10,,,,,1.000,,
100-FA20,,,,,16.000,,
100NH001B,,,,,19.000,,
100NHG000B,,,,,3.000,,
110DT4,,,,,4.000,,
125NHG01B,,,,,14.000,,
12CT,,,,,9.000,,
12SDT0,,,,,56.000,,
130B1117,,,,,8.000,,
132B0102,,,,,27.000,,
132B0254,,,,,16.000,,
134F2970,,,,,1.000,,
134F2974,,,,,1.000,,
134F2977,,,,,1.000,,
134F2978,,,,,1.000,,
134F2980,,,,,2.000,,
134F2981,,,,,1.000,,
134F2984,,,,,3.000,,
134F2988,,,,,3.000,,
134F2989,,,,,1.000,,
134F3001,,,,,1.000,,
134F3002,,,,,1.000,,
134F3021,,,,,1.000,,
134F3035,,,,,1.000,,
136Z9267,,,,,1.000,,
140M-C-AFAR10A01,,,,,2.000,,
140M-D8E-B40,,,,,1.000,,
140M-D8E-B63,,,,,1.000,,
140M-D8E-C10,,,,,2.000,,
140M-D8E-C16,,,,,1.000,,
140M-D8N-C25,,,,,3.000,,
160NHG000B,,,,,9.000,,
16209EA,,,,,1.000,,
16CT,,,,,87.000,,
16HO7-660,,,,,4.000,,
16NHG000B,,,,,3.000,,
170M 1558,,,,,15.000,,
170M 1559,,,,,6.000,,
170M 1560,,,,,3.000,,
170M 1564,,,,,3.000,,
170M 1566,,,,,3.000,,
170M 1567,,,,,6.000,,
170M 1569,,,,,18.000,,
170M 1570D,,,,,6.000,,
170M 3813D,,,,,1.000,,
170M 3815D,,,,,2.000,,
170M 5808D,,,,,6.000,,
170M 5809D,,,,,3.000,,
193-EEDB,,,,,3.000,,
1SAM101923R0002,,,,,5.000,,
1SAM201901R1001,,,,,1.000,,
1SAM201903R1001,,,,,17.000,,
1SAM201909R1021,,,,,1.000,,
1SAM201920R1000,,,,,7.000,,
